"","age","state_abbrev","State","County","latitude","longitude","region","h_income","county_bucket","nat_bucket","urate","TotalPop","Black","nonblack_perc","Poverty","ChildPoverty","Service","Construction","Drive","Transit","PrivateWork","SelfEmployed","was.shot","is.black.binary"
"225",38,"LA","Louisiana","Orleans",29.9412498,-90.0852399,"South",15293,1,1,0.324444444,1332,84,16,49.5,48.5,56,5,33.4,11.1,91.2,4.8,"Yes",1
"226",28,"LA","Louisiana","Rapides",31.3217392,-92.4348602,"South",27972,2,1,0.065723794,2481,47.1,52.9,36.3,63.2,45,3.2,60.2,9.3,75.4,5.9,"Yes",0
"227",62,"ME","Maine","Aroostook",46.1598784,-68.1000068,"Northeast",40288,4,2,0.115207373,3137,0.3,99.7,19.4,26.7,24.5,13.1,78.6,0,68.4,13.1,"Yes",0
"228",28,"MD","Maryland","Anne Arundel",39.1066513,-76.7348022,"South",79844,2,5,0.095238095,1827,10.5,89.5,0.6,0,19,8.6,37.1,1,55.2,0,"Yes",1
"229",55,"MD","Maryland","Baltimore",39.3798716,-76.820209,"South",54274,2,3,0.067278287,3415,84.5,15.5,7.7,9.2,17,2.6,79.2,10.3,66.9,2.1,"Yes",1
"230",17,"MD","Maryland","Baltimore",39.2983478,-76.4401614,"South",38879,1,2,0.115929459,5156,59.1,40.9,15.3,28.5,27,7.7,72.6,9.9,81.3,3.2,"Yes",0
"231",38,"MD","Maryland","Cecil",39.5735002,-75.8158102,"South",53941,1,3,0.134502924,3770,13,87,7.4,11,18.1,7.7,72.4,1.8,79.2,9.4,"Yes",1
"232",41,"MD","Maryland","Montgomery",39.0841484,-76.9422684,"South",42097,1,2,0.159026599,3114,82,18,12.1,12.7,37.3,3.1,61.3,30.8,83.1,1.6,"No",1
"233",35,"MD","Maryland","Prince George's",38.9048424,-76.8766708,"South",84028,4,5,0.120465116,4029,92.1,7.90000000000001,9.4,13.1,19.7,2.5,68.6,23.3,58.7,2.4,"Yes",1
"234",32,"MD","Maryland","Washington",39.6494503,-77.7206332,"South",16007,1,1,0.348777349,1941,45,55,43.7,68.8,34.9,4.2,55.4,9.4,84.6,2.7,"No",1
"235",26,"MD","Maryland","Wicomico",38.3791997,-75.6071202,"South",30844,1,1,0.206338726,5974,76.1,23.9,19.1,23,28.5,11,74.9,1.6,86.4,2.2,"Yes",1
"236",26,"MD","Maryland","Baltimore city",39.3079703,-76.6448703,"South",21083,1,1,0.254367575,3397,98.7,1.3,48,73.8,42.6,0.4,15.4,65.3,67.9,2.1,"No",1
"237",27,"MD","Maryland","Baltimore city",39.2844658,-76.6468658,"South",21433,1,1,0.309882747,1783,68.5,31.5,49.3,50.7,33.3,1.9,35.4,37,77,3.8,"Yes",1
"238",23,"MA","Massachusetts","Barnstable",41.6848183,-69.966423,"Northeast",67059,4,4,0.096795291,3419,4.4,95.6,9.8,14.2,28.1,4.3,79.4,0,63.9,23.2,"No",0
"239",31,"MA","Massachusetts","Middlesex",42.6146317,-71.2831421,"Northeast",102399,4,5,0.058623619,5982,2.1,97.9,3.6,0.3,14.4,7.6,92.1,1.9,85.8,2.9,"Yes",0
"240",50,"MA","Massachusetts","Norfolk",42.2566948,-70.9316177,"Northeast",66036,2,4,0.093385214,3903,0.1,99.9,5,1.7,16.7,11,79.2,8.8,80.4,6.2,"Yes",0
"241",42,"MA","Massachusetts","Suffolk",42.3126099,-71.0899229,"Northeast",20388,1,1,0.22039801,5243,59.8,40.2,45.5,65.7,36.5,5.2,49.9,42.5,85.9,1.8,"Yes",1
"242",41,"MA","Massachusetts","Worcester",42.0585899,-71.8781281,"Northeast",35507,1,2,0.134320175,3803,1.5,98.5,21.2,36,25.5,9.2,81.6,0,89,4.4,"Yes",0
"243",18,"MI","Michigan","Bay",43.5996857,-83.8729324,"Midwest",19097,1,1,0.260663507,1284,2.8,97.2,39.1,63.5,36.1,5.2,77.1,2.2,87.8,9.9,"Yes",0
"244",18,"MI","Michigan","Eaton",42.7556214,-84.8926637,"Midwest",67756,5,4,0.090425532,3623,0.1,99.9,8.5,12.8,16.9,11.3,84.2,0.1,77.2,7.3,"Yes",0
"245",33,"MI","Michigan","Eaton",42.5121727,-84.7003385,"Midwest",71417,5,4,0.069385271,3126,0.5,99.5,2.9,0,15.8,11.7,91.4,0.5,77.6,5,"Yes",0
"246",39,"MI","Michigan","Kalamazoo",42.2294236,-85.640723,"Midwest",74347,5,4,0.071646341,5592,7.4,92.6,6.2,2.3,11.5,8.3,88.2,0,79.7,6.8,"Yes",0
"247",32,"MI","Michigan","Kent",42.8932381,-85.6605835,"Midwest",44553,3,2,0.174167417,4104,8.9,91.1,15.1,22.1,20.1,7.1,72.6,4.4,90.1,3.3,"Yes",0
"248",26,"MI","Michigan","Wayne",42.3859138,-83.1876144,"Midwest",24539,2,1,0.258064516,2580,96.7,3.3,47.6,72.7,36.8,0,56.1,15.1,93.1,3.1,"Yes",1
"249",21,"MI","Michigan","Wayne",42.3648081,-83.2359631,"Midwest",21468,1,1,0.181212525,3970,95,5,63.3,87.7,38.5,4.3,68.9,6,90.5,3.8,"Yes",1
"250",19,"MI","Michigan","Wayne",42.1408048,-83.2159779,"Midwest",60795,5,4,0.091408935,3242,1.3,98.7,9,18.8,19.6,7.8,94.8,0,80.2,1.4,"Yes",0
"251",40,"MI","Michigan","Wayne",42.0951881,-83.2008743,"Midwest",67636,5,4,0.145936982,4566,2.2,97.8,11.9,19,25.6,8.9,82.2,2.9,85.3,1.1,"No",0
"252",32,"MN","Minnesota","Anoka",45.0686548,-93.2634647,"Midwest",47174,1,3,0.108108108,2440,16.4,83.6,10.3,6.3,17.3,8.1,79.1,5.3,85.8,5.9,"Yes",1
"253",58,"MN","Minnesota","Hennepin",45.0622444,-93.3187485,"Midwest",38958,1,2,0.101226994,3216,18.8,81.2,14.4,21.2,21.3,4.1,75.9,9.4,82,3,"No",0
"254",67,"MN","Minnesota","Hennepin",45.035038,-93.3867416,"Midwest",46519,2,3,0.112132353,5065,17.8,82.2,6.8,3.5,23.7,5.9,74.4,11.7,90.7,3.7,"Yes",0
"255",25,"MN","Minnesota","Hennepin",44.8254901,-93.35841,"Midwest",82702,4,5,0.049067982,6315,3,97,7.6,14.2,10.7,1.7,82.3,1.7,88.2,5.4,"Yes",0
"256",29,"MN","Minnesota","Ramsey",44.9535713,-93.0245514,"Midwest",47525,2,3,0.106712565,4656,22.1,77.9,21.6,28.9,28.7,4.9,75.4,4.2,79.2,5.2,"Yes",0
"257",25,"MN","Minnesota","Ramsey",44.9580421,-93.0942535,"Midwest",18156,1,1,0.223255814,2395,39.1,60.9,48.4,60.9,28.9,4.1,78.9,12,75,5.2,"Yes",1
"258",50,"MS","Mississippi","George",30.8003197,-88.6320801,"South",36319,1,2,0.105180534,6947,8.8,91.2,21.2,25.2,7.7,23,89.9,2.2,82.6,5.8,"Yes",0
"259",50,"MS","Mississippi","Harrison",30.4247537,-89.0925243,"South",19031,1,1,0.127254509,2500,83.9,16.1,51.9,52.8,28.6,7.1,74.6,3.2,85.3,5.1,"Yes",0
"260",44,"MS","Mississippi","Lauderdale",32.3308716,-88.5660095,"South",44247,4,2,0.098382749,7430,16.3,83.7,5.6,1.7,11.8,15.2,87,2.6,77.4,6,"No",0
"261",37,"MS","Mississippi","Pike",31.3249302,-90.3153381,"South",46740,5,3,0.055140187,4988,29.2,70.8,19,23.5,16.9,10.4,85.7,0,85.8,5.7,"Yes",0
"262",35,"MS","Mississippi","Tishomingo",34.8047029,-88.202415,"South",30857,1,1,0.096869245,6407,1,99,14,27.6,14.7,9.6,87.6,0.5,77.7,5.4,"Yes",0
"263",46,"MS","Mississippi","Tunica",34.8307787,-90.32121,"South",32899,1,1,0.091877986,5530,73.8,26.2,24.2,47.9,32,3.6,89.5,2,79.2,2.3,"Yes",0
"264",52,"MO","Missouri","Boone",38.9484698,-92.3255698,"Midwest",10931,1,1,0.028318584,2542,4.3,95.7,62.3,0,13.5,0.5,25.1,1.5,51.9,0,"Yes",0
"265",29,"MO","Missouri","Boone",38.9464501,-92.2934712,"Midwest",36649,2,2,0.034616881,5192,5.3,94.7,44.5,15.4,9.9,1.1,83.2,3.6,77.4,1,"Yes",1
"266",30,"MO","Missouri","Franklin",38.3187816,-90.7944026,"Midwest",55279,5,3,0.138111888,6933,1.8,98.2,13.1,18.6,16,11,87.9,0,87.9,4.6,"Yes",0
"267",32,"MO","Missouri","Greene",37.2242855,-93.3193785,"Midwest",26613,1,1,0.166007905,3197,4.1,95.9,25.8,24.1,31.4,5.1,82.9,1.1,88.8,3.2,"Yes",0
"268",60,"MO","Missouri","Jackson",38.9474373,-94.4866943,"Midwest",46007,3,3,0.138454667,4915,59.8,40.2,14.5,16.7,14.7,7.9,78,1,75.2,4.6,"Yes",0
"269",48,"MO","Missouri","Johnson",38.6578484,-93.5117188,"Midwest",49649,4,3,0.065677966,4873,0.1,99.9,15.8,22.9,18.9,15.3,79.2,0,68.8,10,"Yes",0
"270",24,"MO","Missouri","St. Louis",38.7234116,-90.2447968,"Midwest",27409,1,1,0.268621236,7784,93.1,6.90000000000001,31.9,52.2,24.8,4.8,73.1,10.3,85.8,2.2,"Yes",1
"271",35,"MO","Missouri","St. Louis",38.6732101,-90.2913402,"Midwest",20844,1,1,0.299757282,1864,96.7,3.3,56.1,70,35.2,1.4,70.3,16.4,82.9,0,"Yes",1
"272",20,"MO","Missouri","St. Louis city",38.6609879,-90.2338638,"Midwest",18828,1,1,0.507614213,1348,99.7,0.299999999999997,31.9,13.9,35.3,3.1,64.9,13.6,79.6,4.6,"Yes",1
"273",24,"MO","Missouri","St. Louis city",38.5800999,-90.2375297,"Midwest",33095,3,1,0.201671309,3789,44.7,55.3,46.7,69.5,39.1,9.6,65.1,17.7,89.6,3.9,"Yes",1
"274",49,"MT","Montana","Yellowstone",45.789441,-108.5132285,"West",38365,1,2,0.170554692,3391,0.1,99.9,22.7,8.8,23.7,10.8,68.2,2.5,83.8,3.3,"Yes",0
"275",29,"MT","Montana","Yellowstone",45.8630638,-108.3131864,"West",68949,5,4,0.049460432,7778,0.2,99.8,6,7.9,13,17.1,87.2,0.1,80.4,7,"Yes",0
"276",45,"NE","Nebraska","Cheyenne",41.121974,-102.982879,"Midwest",51033,1,3,0.025311025,4333,0.1,99.9,11.9,21.4,17.5,6.4,87.1,0,80.4,7.5,"Yes",0
"277",40,"NE","Nebraska","Douglas",41.2427938,-95.9331281,"Midwest",32948,2,1,0.093378608,2625,4.9,95.1,38.9,48.2,29.8,12.7,77.4,0,87.3,6.8,"Yes",0
"278",40,"NE","Nebraska","Douglas",41.2427368,-95.9904175,"Midwest",66786,4,4,0.028415961,2278,0.7,99.3,3,0.2,12.3,6.1,90.4,0,74.4,5.7,"Yes",0
"279",27,"NE","Nebraska","Douglas",41.3234673,-95.9593735,"Midwest",38359,2,2,0.095988539,4130,28.1,71.9,18.2,21.8,23.5,14.6,85.6,3,86.3,1.8,"Yes",1
"280",35,"NE","Nebraska","Lancaster",40.8747297,-96.6818701,"Midwest",40404,2,2,0.055735771,5142,10.5,89.5,19.6,24,16.3,7.4,85.6,0,84.9,1.1,"Yes",0
"281",43,"NE","Nebraska","Madison",42.0185249,-97.3862886,"Midwest",54809,4,3,0.035221496,5077,0.2,99.8,7.5,2.2,14.2,18.8,75.3,0.8,80.4,3.2,"No",1
"282",30,"NV","Nevada","Clark",36.18512,-115.116428,"West",41875,2,2,0.140275387,4473,8.1,91.9,19.9,25.5,56.7,6.4,71.3,4.7,93.1,6.4,"Yes",0
"283",55,"NV","Nevada","Clark",35.9727325,-114.8414688,"West",45979,2,3,0.116955446,3157,0,100,10.5,16,27.4,13,87.2,0.5,71.3,6.3,"Yes",0
"284",44,"NV","Nevada","Clark",36.2421112,-115.0569458,"West",35924,1,2,0.163898117,6490,25.6,74.4,24.6,31.9,29.6,10.9,81.5,1.4,60.7,7.4,"Yes",0
"285",55,"NH","New Hampshire","Rockingham",42.9080801,-71.3366499,"Northeast",61167,1,4,0.087385483,4983,0.4,99.6,5.8,6.9,16.3,13.3,84.2,0.4,86,4.4,"Yes",0
"286",25,"NJ","New Jersey","Bergen",40.9011307,-74.040863,"Northeast",51051,1,3,0.032626816,7043,20.2,79.8,9.4,11.1,21.8,7.2,69.7,16.4,86.8,4.8,"Yes",0
"287",65,"NJ","New Jersey","Bergen",40.8674316,-74.0377197,"Northeast",50625,1,3,0.100585418,3153,20.9,79.1,20.2,40.2,21.2,5.2,64,12.3,75.6,7.8,"No",0
"288",37,"NJ","New Jersey","Bergen",40.8121343,-74.1246445,"Northeast",67109,2,4,0.096800997,4791,1.3,98.7,9.2,3.3,19.9,7.2,80.6,9.1,76,7.4,"Yes",1
"289",42,"NJ","New Jersey","Bergen",40.86306,-74.0112915,"Northeast",93091,3,5,0.066434996,8716,14.4,85.6,3.5,5.4,17,4.6,56.4,26.2,82.7,7.2,"No",1
"290",35,"NJ","New Jersey","Bergen",40.86306,-74.0112915,"Northeast",93091,3,5,0.066434996,8716,14.4,85.6,3.5,5.4,17,4.6,56.4,26.2,82.7,7.2,"No",1
"291",60,"NJ","New Jersey","Camden",39.7491188,-74.929306,"Northeast",65759,3,4,0.14086629,5328,19.4,80.6,6.2,8.5,18.8,10.9,84.9,2.6,80.7,5.1,"Yes",0
"292",33,"NJ","New Jersey","Cumberland",39.4848213,-75.0345688,"Northeast",40075,2,2,0.11842919,6382,11.1,88.9,33.9,51.1,39.9,7.7,76.4,4.8,76.9,4.6,"No",1
"293",37,"NJ","New Jersey","Mercer",40.216132,-74.7106603,"Northeast",51355,2,3,0.135890272,6452,12.8,87.2,12.3,19.7,21.5,8.8,78.1,1.7,71.9,2.5,"Yes",0
"294",72,"NJ","New Jersey","Middlesex",40.4052734,-74.3010178,"Northeast",75050,2,5,0.075431034,1745,17.2,82.8,9.2,8.9,33.3,12.9,63.5,13.9,83,3.2,"Yes",0
"295",40,"NJ","New Jersey","Monmouth",40.4439697,-74.1128845,"Northeast",77813,5,5,0.097529259,5293,1.5,98.5,7.9,10.6,11.7,12.5,80.8,5.8,78.3,5.5,"Yes",0
"296",36,"NJ","New Jersey","Union",40.7107079,-74.2532176,"Northeast",62029,3,4,0.1,4739,58.8,41.2,8.4,11,19.4,5.9,77.1,12.1,83.6,0.7,"Yes",1
"297",35,"NM","New Mexico","Bernalillo",35.0946403,-106.5861697,"West",54855,4,3,0.050728277,3459,3.6,96.4,6.6,0,12.3,2.1,70.8,1.7,64.9,8.2,"Yes",0
"298",45,"NM","New Mexico","Bernalillo",35.05179,-106.6883397,"West",39651,2,2,0.076500588,5300,0.2,99.8,35.4,63.5,24.4,17.1,76.1,1.9,76.4,4.2,"Yes",0
"299",42,"NM","New Mexico","Lincoln",33.3267975,-105.6342545,"West",38893,2,2,0.061612903,7173,0,100,18.6,27.6,23,13.7,62.5,0,68,13.1,"Yes",0
"300",28,"NM","New Mexico","Lincoln",33.3575249,-105.6732559,"West",48198,5,3,0.066055046,6506,0.7,99.3,12.9,7.1,25.7,8,73.7,0,64.9,5,"Yes",0
"301",35,"NM","New Mexico","Santa Fe",35.0556297,-106.1947021,"West",49308,2,3,0.078817734,4363,0,100,10.1,11.7,15.4,11.7,82.7,0,75.8,7.4,"Yes",0
"302",40,"NY","New York","Albany",42.6610199,-73.7579497,"Northeast",20665,1,1,0.125672372,4519,75.3,24.7,37.1,47.3,38.3,3.4,56.7,25.1,73.6,3.9,"No",1
"303",41,"NY","New York","Bronx",40.8646202,-73.8924332,"Northeast",26509,2,1,0.176021554,5168,17.3,82.7,47.4,54.5,37.5,4.1,8,72.8,84.3,4.6,"No",0
"304",36,"NY","New York","Dutchess",41.517724,-73.979344,"Northeast",49318,1,3,0.151676206,5019,13.5,86.5,16.6,25.7,23.2,7.2,68.6,9.3,78.3,8.1,"Yes",0
"305",76,"NY","New York","Greene",42.262431,-73.9357393,"Northeast",52165,4,3,0.133264463,3982,2.1,97.9,11.8,19.8,18.3,20,93.7,0,68.3,8.6,"No",0
"306",25,"NY","New York","Kings",40.5887968,-73.9643034,"Northeast",63159,4,4,0.082673703,4074,0,100,12.6,15.6,11.5,10.8,38.4,45.8,77.6,3.4,"Yes",1
"307",52,"NY","New York","Kings",40.6572562,-73.8886551,"Northeast",34545,2,2,0.106880138,4948,76.6,23.4,22,24.2,37.8,4.1,13.6,70.9,75.3,1.6,"Yes",1
"308",51,"NY","New York","Monroe",43.1478502,-77.6309502,"Northeast",18833,2,1,0.259259259,1420,90.8,9.2,46.9,56.1,49.1,1.4,66.8,17.5,83.5,5.1,"No",1
"309",45,"NY","New York","Orleans",43.1940384,-78.065712,"Northeast",57747,5,4,0.09765625,4735,1,99,14.6,26.2,20,9.2,86.3,1.5,81.6,4,"Yes",0
"310",59,"NY","New York","Oswego",43.265415,-76.005973,"Northeast",49360,3,3,0.158176944,4943,0,100,10.8,19.6,17.1,16.8,83.8,0.4,83,5.7,"Yes",0
"311",31,"NY","New York","Queens",40.7098999,-73.7943573,"Northeast",25894,1,1,0.086378738,5817,16.5,83.5,31.3,37.3,30.5,5.1,16.9,61.7,74.6,13.7,"Yes",0
"312",58,"NY","New York","Rockland",41.1689186,-74.0044327,"Northeast",142500,5,5,0.045,4488,5.7,94.3,2.9,3.5,10.4,4.3,71,8.8,75.3,5,"Yes",0
"313",22,"NY","New York","Suffolk",40.7399445,-73.2372284,"Northeast",72218,1,4,0.109368376,9030,19.8,80.2,7.8,9.4,29.7,3.8,77,7.4,83.7,2.1,"Yes",1
"314",53,"NY","New York","Sullivan",41.7404167,-74.5979552,"Northeast",58859,5,4,0.059414226,3110,19.6,80.4,9.1,10.4,24.9,8.8,83.9,1.1,76.4,8.6,"No",1
"315",25,"NC","North Carolina","Bladen",34.6425728,-78.7416717,"South",25690,1,1,0.116172169,6504,21.5,78.5,35.7,43.3,16.8,15.6,77.2,0,66.5,5.2,"Yes",0
"316",41,"NC","North Carolina","Edgecombe",35.9069519,-77.5407562,"South",30588,1,1,0.195104392,3099,59.7,40.3,21.4,32,27.2,5.1,87.5,0,88.7,5.1,"Yes",1
"317",53,"NC","North Carolina","Gaston",35.205776,-81.240669,"South",38200,2,2,0.256149733,3660,7.6,92.4,26.5,45.3,18.9,9.8,77.8,0,85,3.7,"Yes",0
"318",71,"NC","North Carolina","Gaston",35.2658062,-81.2271642,"South",28696,1,1,0.19297235,3650,39.6,60.4,29.7,44,22,17,81.8,0,89.9,1.6,"Yes",1
"319",44,"NC","North Carolina","Gaston",35.2286491,-81.1696243,"South",30408,1,1,0.195510204,6135,27.8,72.2,29.3,47.8,23.3,7.1,75.7,0.8,79,5.7,"Yes",0
"320",56,"NC","North Carolina","Halifax",36.1811831,-77.6669817,"South",29256,2,1,0.251207729,5072,85.4,14.6,30.9,42.1,25.6,8.5,76,0,79.9,4.2,"No",0
"321",21,"NC","North Carolina","Mecklenburg",35.2506218,-80.8187485,"South",18457,1,1,0.422321429,2515,81,19,50,65.1,31.4,8.7,56.3,22.2,89.9,1.2,"Yes",1
"322",33,"NC","North Carolina","Sampson",35.0643602,-78.4907397,"South",33796,2,1,0.089311334,6267,34.2,65.8,26.6,28.6,15.9,15.3,85.7,0,80.2,8.1,"Yes",0
"323",59,"NC","North Carolina","Transylvania",35.2702599,-82.6380997,"South",36583,2,2,0.095274683,4988,6.8,93.2,15.9,26.9,23.2,9.6,77.3,0,80.5,5.3,"Yes",0
"324",19,"NC","North Carolina","Wake",35.9575348,-78.527153,"South",57174,2,4,0.038598999,5891,9.5,90.5,11.1,15.3,14,3.8,80.7,0,77,3.5,"Yes",0
"325",65,"OH","Ohio","Cuyahoga",41.4501534,-81.6409378,"Midwest",21378,1,1,0.448074679,1659,42.4,57.6,40.6,37.4,28.3,4,66.6,16.9,86.3,4.5,"Yes",1
"326",19,"OH","Ohio","Cuyahoga",41.5285759,-81.6090775,"Midwest",19643,1,1,0.204280156,1932,98.6,1.40000000000001,35.8,64.4,49,2.6,54.8,33.3,82.9,5.6,"Yes",1
"327",43,"OH","Ohio","Franklin",40.059024,-82.997337,"Midwest",42642,3,2,0.063731932,3144,25,75,10,8.7,21.8,7.6,82,7.1,86.2,2.8,"Yes",0
"328",34,"OH","Ohio","Franklin",39.879382,-82.9963372,"Midwest",33370,2,1,0.145665323,4603,20.8,79.2,28.9,35.4,25.9,5,87.1,4.9,89.1,2.7,"Yes",1
"329",27,"OH","Ohio","Pike",39.083271,-83.2555466,"Midwest",46007,5,3,0.177073171,4664,0,100,20.6,21.8,19.6,18.7,87.8,0.1,60.2,9.2,"Yes",0
"330",59,"OH","Ohio","Richland",40.7386665,-82.5156326,"Midwest",37992,2,2,0.037341299,2933,3.9,96.1,10.1,10.3,17.2,2.2,88.5,2.2,75.9,4.6,"Yes",0
"331",30,"OH","Ohio","Richland",40.766098,-82.5142975,"Midwest",19732,1,1,0.177252585,2028,36.9,63.1,46.3,62.5,28,2.2,74,3.7,87.5,4.1,"No",1
"332",30,"OH","Ohio","Summit",41.1485748,-81.4298782,"Midwest",68785,5,4,0.063549832,6493,1.6,98.4,2.6,1.5,19.7,3.7,89.8,1.2,80.9,3.3,"Yes",0
"333",53,"OH","Ohio","Summit",40.9656982,-81.4294357,"Midwest",63477,4,4,0.085316847,5656,5.3,94.7,14.2,29.2,15.4,8.6,96.3,0,87.7,2.6,"Yes",0
"334",30,"OK","Oklahoma","Adair",35.6848412,-94.7619019,"South",35022,4,2,0.042686101,4584,0.4,99.6,20.6,24.2,16.1,19.4,85,0.2,61.9,9.6,"Yes",0
"335",52,"OK","Oklahoma","Choctaw",34.1277084,-95.156517,"South",32661,4,1,0.159594096,2731,1,99,22.1,29.8,23.2,17.1,88.7,1,72.4,6,"Yes",0
"336",75,"OK","Oklahoma","Cleveland",35.3752202,-97.1720599,"South",56875,3,4,0.066806576,5349,0,100,7.2,10.8,19.1,19.6,87.4,0,77.6,5.4,"Yes",0
"337",35,"OK","Oklahoma","Coal",34.476518,-96.4245157,"South",40000,2,2,0.05624297,1902,0,100,18.3,20.1,13,19.9,75.8,0,57.9,14.5,"Yes",0
"338",55,"OK","Oklahoma","Creek",35.9593201,-96.2797198,"South",45615,3,3,0.098895582,3711,0.3,99.7,12.2,17.2,10.4,16.3,81.3,0,77,7.9,"Yes",0
"339",27,"OK","Oklahoma","Grady",35.0401063,-97.9480673,"South",32034,1,1,0.011335013,3751,0.8,99.2,22.6,30,20.4,13.8,82.3,0,83.5,5,"Yes",0
"340",19,"OK","Oklahoma","Logan",35.8801193,-97.4228592,"South",41901,2,2,0.105769231,2917,13.4,86.6,28.8,42.3,28.7,7.2,63.3,1,76.8,7.5,"Yes",0
"341",34,"OK","Oklahoma","Muskogee",35.7550087,-95.4025574,"South",28836,2,1,0.11886697,4501,23.7,76.3,35.3,53.2,33.1,6.4,72.8,0,74.5,5.8,"No",0
"342",22,"OK","Oklahoma","Muskogee",35.766201,-95.3946991,"South",17025,1,1,0.094752187,1736,42,58,55.6,82.1,38.5,9.7,84.3,1.2,74.9,4,"Yes",1
"343",38,"OK","Oklahoma","Oklahoma",35.4976883,-97.5500717,"South",29338,2,1,0.04467354,5971,10.2,89.8,26.2,36.7,24.5,8.3,78.7,0.4,82.1,4.8,"Yes",1
"344",41,"OK","Oklahoma","Oklahoma",35.4262543,-97.5826111,"South",32860,2,1,0.142746615,5941,1,99,35,54,17.3,30.9,64.1,0,90.8,5,"Yes",0
"345",27,"OK","Oklahoma","Oklahoma",35.4030647,-97.5325623,"South",25357,1,1,0.12745682,3646,0,100,24.3,31.3,33.3,22.9,68,0,88.2,6.3,"Yes",1
"346",48,"OK","Oklahoma","Oklahoma",35.4057617,-97.524292,"South",32886,2,1,0.203271028,1783,5.1,94.9,29.8,43.6,16.1,22.6,81,0,87.4,7.5,"No",1
"347",25,"OK","Oklahoma","Oklahoma",35.6332283,-97.4577179,"South",104388,5,5,0.049786629,5714,0.7,99.3,2.5,4.4,10.5,3,86.6,0,74.6,10.3,"Yes",0
"348",36,"OK","Oklahoma","Okmulgee",35.84183,-95.8906098,"South",44573,2,2,0.08040201,6803,2.6,97.4,13.5,20,13.4,16.1,80.4,0,77.7,6.1,"Yes",0
"349",42,"OK","Oklahoma","Osage",36.2059747,-96.0020301,"South",47350,4,3,0.068774265,3814,6.2,93.8,12.9,16.6,11.7,18.8,86.9,0,82,6.3,"No",1
"350",64,"OK","Oklahoma","Ottawa",36.8973899,-94.8865503,"South",34336,2,1,0.086882453,2704,0.6,99.4,19.9,31.6,24.2,9.7,85.7,0,72.9,4.7,"Yes",0
"351",43,"OK","Oklahoma","Payne",36.1211052,-97.0501251,"South",32054,3,1,0.066425993,4979,9.1,90.9,38.2,54.8,21.6,5.5,72.3,0.8,66.5,8.5,"Yes",0
"352",33,"OK","Oklahoma","Pottawatomie",35.33308,-97.0646703,"South",60759,5,4,0.053372149,4520,0.4,99.6,9.6,12.3,11.2,16.9,82.9,0,56.2,6.2,"Yes",0
"353",45,"OK","Oklahoma","Tulsa",36.1497383,-95.9933319,"South",34432,2,2,0.080686695,3358,17.1,82.9,30.5,16.1,11,4.7,70.9,3.1,79.2,5.6,"Yes",1
"354",24,"OK","Oklahoma","Tulsa",36.1459389,-95.9928436,"South",34432,2,2,0.080686695,3358,17.1,82.9,30.5,16.1,11,4.7,70.9,3.1,79.2,5.6,"Yes",1
"355",44,"OK","Oklahoma","Tulsa",36.0787522,-95.9580338,"South",31169,1,1,0.119248218,2627,20.1,79.9,18.3,34,19.3,6.6,89.5,2.3,88,3,"No",0
"356",35,"OR","Oregon","Clackamas",45.1577606,-122.4377594,"West",58358,2,4,0.110323438,5103,0.5,99.5,5.8,1.2,15.8,15.1,77.8,0.8,80.5,7.8,"Yes",0
"357",41,"OR","Oregon","Jackson",42.311009,-122.8316269,"West",40781,2,2,0.187595323,5415,0,100,20.6,51.7,23.6,3.4,71.9,0,77.6,12.1,"Yes",0
"358",50,"OR","Oregon","Jackson",42.3301735,-122.898735,"West",43625,3,2,0.131158917,5951,2.9,97.1,22.4,29,21,15.1,78.3,2.3,81.2,9.9,"Yes",0
"359",56,"OR","Oregon","Josephine",42.3600731,-123.4464111,"West",48077,2,3,0.138248848,2493,0,100,20.7,32.2,15.4,17.7,82.9,0,76,16.5,"Yes",0
"360",50,"OR","Oregon","Lane",44.0894276,-123.1812222,"West",47795,3,3,0.150479846,5069,5.5,94.5,17.2,24.9,18.2,11.2,72,1.6,79.2,9.4,"Yes",0
"361",50,"OR","Oregon","Marion",44.913921,-122.996177,"West",31863,1,1,0.238070806,4377,0.3,99.7,36.4,46.4,21.6,13.1,70.9,1.1,71.4,6.5,"Yes",0
"362",37,"OR","Oregon","Multnomah",45.5057439,-122.5299,"West",35978,1,2,0.138262782,7948,4.8,95.2,23.6,35.6,31.2,5.9,61,20,80.7,8.5,"Yes",0
"363",48,"OR","Oregon","Washington",45.4866905,-122.8912506,"West",56020,2,3,0.135547919,5060,0.7,99.3,16.1,20.4,22.7,7.6,81.8,7,83,6,"Yes",0
"364",32,"PA","Pennsylvania","Adams",39.8576944,-77.1596814,"Northeast",60940,3,4,0.030340815,4937,0.9,99.1,10.7,20,17.7,9.4,89.1,0.8,83.1,5.4,"Yes",0
"365",48,"PA","Pennsylvania","Allegheny",40.413045,-79.991463,"Northeast",32625,2,1,0.102179837,4255,56.6,43.4,40.9,56.1,37.6,5.8,47.6,28.5,82.6,5.3,"Yes",1
"366",36,"PA","Pennsylvania","Berks",40.3287582,-75.9080353,"Northeast",29707,1,1,0.139742873,4028,8.1,91.9,39.9,57.1,23.4,6.8,61.8,6.2,88.8,0.4,"Yes",0
"367",30,"PA","Pennsylvania","Lancaster",40.0434474,-76.2999885,"Northeast",42027,1,2,0.206855081,2868,17,83,15.3,21.4,27.5,8.1,71.1,2,93.1,2.5,"Yes",1
